base_stat_total,capture_rate,hatch_counter,physical_total,special_total,offensive_total,defensive_total
-0.9731281251233505,-0.6642721574262903,-0.35944388779223346,-1.0294450566199027,-0.21148081122461165,-0.8404572082820649,-0.8471217109381852
-0.20127477271538832,-0.6642721574262903,-0.35944388779223346,-0.4952261940293194,0.4052713649093803,-0.1926684657136539,-0.15556248995326083
0.8633505409507665,-0.6642721574262903,-0.35944388779223346,0.29620915795672986,1.227607599754703,0.7112228029864545,0.7874728113898178
-1.0529750236483122,-0.6642721574262903,-0.35944388779223346,-1.0888027080188565,-0.622648928647273,-0.5692898276720324,-1.2714875965425705
-0.20127477271538832,-0.6642721574262903,-0.35944388779223346,-0.5545838454282731,0.09689527684238435,0.1387583328097192,-0.501342100445723
0.943197439475728,-0.6642721574262903,-0.35944388779223346,0.23685150655777618,1.1042571645279047,1.178233291814844,0.44169320089735564
-1.008615635578889,-0.6642721574262903,-0.35944388779223346,-0.7326567996251342,-0.5404153051627407,-1.1116245888920975,-0.6270801406248001
-0.20127477271538832,-0.6642721574262903,-0.35944388779223346,-0.13908028563559724,0.09689527684238435,-0.43370613736701613,0.09591359040489349
0.9077099290201895,-0.6642721574262903,-0.35944388779223346,0.652355066350452,1.0220235410433722,0.47018513133309225,1.1175351668598954
-2.064369071631159,2.1005314214662962,-0.5488680445979093,-1.6823792220083933,-2.0617373396265877,-1.8046078948955138,-1.7744397572588793
-1.975650295492313,0.32315769217820484,-0.5488680445979093,-1.484520384011881,-1.856153280915257,-2.105904984462217,-1.3029221065873398
-0.28999354885423456,-0.6642721574262903,-0.5488680445979093,-1.0888027080188565,0.610855423620711,-0.14747390227864848,-0.3598868052442612
-2.064369071631159,2.1005314214662962,-0.5488680445979093,-1.6823792220083933,-2.0617373396265877,-1.6539593501121626,-1.9316123074827256
-1.975650295492313,0.32315769217820484,-0.5488680445979093,-1.484520384011881,-1.856153280915257,-1.9552564396788652,-1.4600946568111863
-0.28999354885423456,-0.6642721574262903,-0.5488680445979093,-0.39629677503106325,-0.314272840580277,-0.07214962988697277,-0.43847308035618443
-1.5675439252536203,2.1005314214662962,-0.5488680445979093,-1.2866615460153688,-1.4449851634925956,-1.186948861283773,-1.5386809319231096
-0.6980999190929272,0.32315769217820484,-0.5488680445979093,-0.6930850320258317,-0.8282329873586036,-0.5090304097586918,-0.7056664157367234
0.4552441707120738,-0.6642721574262903,-0.5488680445979093,0.09835031996021755,-0.00589675251328099,0.545509403724768,0.23736888560635527
-1.549800170025851,2.1005314214662962,-0.5488680445979093,-1.1679462432174612,-1.6505692222039263,-0.9308463351520757,-1.7744397572588793
-0.13029975180431133,0.4153178114746244,-0.5488680445979093,-0.1786520532348997,-0.41706486993594233,0.19901775072305974,-0.43847308035618443
-1.4699532715008894,2.1005314214662962,-0.5488680445979093,-1.1877321270171126,-1.60945241046166,-0.8103274993253946,-1.7587225022364945
0.12698469899834272,-0.07181424766359325,-0.5488680445979093,0.09835031996021755,-0.37594805819367616,0.545509403724768,-0.34416955022187656
-1.2392844535398893,2.1005314214662962,-0.35944388779223346,-0.9107297538219953,-0.9515834225854021,-0.9007166261954055,-1.255770341520186
0.18021596468165046,-0.07181424766359325,-0.35944388779223346,0.2764232741570786,0.07633687097125127,0.3797960044630814,-0.0769762148413376
-0.9553843698955813,1.2447588851424003,-0.738292201403585,-1.0888027080188565,-0.8282329873586036,-0.29812244706199986,-1.381508381699263
0.5084754363953815,-0.2693002175844923,-0.738292201403585,-0.09950851803629476,0.610855423620711,1.1330387283798384,-0.28130053013233797
-1.1328219221732736,2.1005314214662962,-0.35944388779223346,0.19727973895847373,-1.856153280915257,-1.2020137157621082,-0.7528181808038773
0.1979597199094197,-0.07181424766359325,-0.35944388779223346,1.1865739289410353,-0.8282329873586036,-0.07214962988697277,0.425975945874971
-1.3546188625203892,1.8372167949050977,-0.35944388779223346,-1.0096591728202515,-1.239401104781265,-1.3074676971104542,-1.0357287712068008
-0.5561498772707733,0.32315769217820484,-0.35944388779223346,-0.4160826588307145,-0.622648928647273,-0.629549245585373,-0.32845229519949193
0.6859129886730739,-0.6642721574262903,-0.35944388779223346,0.5732115311518471,0.4052713649093803,0.42499056789808687,0.7717555563674332
-1.3723626177481585,1.8372167949050977,-0.35944388779223346,-1.049230940419554,-1.239401104781265,-1.0212354620220865,-1.3657911266768785
-0.5561498772707733,0.32315769217820484,-0.35944388779223346,-0.4160826588307145,-0.622648928647273,-0.3433170104970053,-0.6270801406248001
0.6859129886730739,-0.6642721574262903,-0.35944388779223346,0.5732115311518471,0.4052713649093803,0.8618713477698059,0.3159551607182785
-0.9287687370539274,0.7181296320200029,-0.738292201403585,-1.1283744756181588,-0.314272840580277,-1.1266894433704326,-0.4699075904009537
0.49073168116761223,-0.9275867839874891,-0.738292201403585,-0.13908028563559724,0.919231511687707,0.15382318728805433,0.7088865362778947
-1.1416937997871583,1.2447588851424003,-0.35944388779223346,-1.3658050812139737,-0.5198568992916076,-0.8856517717170703,-1.0985977912963394
0.6859129886730739,-0.2693002175844923,-0.35944388779223346,0.019206784761612625,0.8369978882031748,0.6358985305947789,0.5517139860540482
-1.3989782505898123,0.9814442585812015,-0.738292201403585,-1.6823792220083933,-1.4449851634925956,-1.5786350777204867,-0.8314044559158005
0.06488155570115037,-0.5984435007859906,-0.738292201403585,-0.6930850320258317,-0.10868878186894632,-0.22279817467032417,0.3473896707630478
-1.620775190936928,2.1005314214662962,-0.5488680445979093,-1.3855909650136249,-1.4449851634925956,-1.2773379881537839,-1.5386809319231096
0.24231910797884282,-0.07181424766359325,-0.5488680445979093,-0.0005790990380386083,-0.00589675251328099,0.3044717320714057,0.11163084542727814
-0.9553843698955813,2.1005314214662962,-0.35944388779223346,-0.8909438700223441,-0.00589675251328099,-0.9007166261954055,-0.7528181808038773
-0.28999354885423456,0.32315769217820484,-0.35944388779223346,-0.2973673560328071,0.4052713649093803,-0.3734467194536756,-0.12412797990849153
0.5528348244648046,-0.6642721574262903,-0.35944388779223346,0.29620915795672986,1.227607599754703,0.3797960044630814,0.5831484960988175
-1.265900086381543,1.2447588851424003,-0.35944388779223346,-0.4952261940293194,-0.8282329873586036,-1.1266894433704326,-1.0671632812515701
